started_at,ended_at,start_station_name,end_station_name,member_casual,rideable_type,trip_duration_min
2024-10-08 17:56:45.941,2024-10-09 18:56:40.471,DuSable Lake Shore Dr & Monroe St,,casual,classic_bike,1499.9088333333334
2024-10-24 08:41:06.937,2024-10-24 11:08:44.250,DuSable Lake Shore Dr & Monroe St,New St & Illinois St,member,classic_bike,147.62188333333333
2024-10-18 09:07:58.733,2024-10-18 11:32:06.622,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & Monroe St,casual,electric_bike,144.1314833333333
2024-10-11 17:25:29.491,2024-10-11 19:37:17.551,DuSable Lake Shore Dr & Monroe St,Michigan Ave & Ida B Wells Dr,casual,classic_bike,131.80100000000002
2024-10-05 09:55:34.798,2024-10-05 12:04:43.427,DuSable Lake Shore Dr & North Blvd,DuSable Lake Shore Dr & North Blvd,casual,classic_bike,129.14381666666665
2024-10-04 08:29:36.872,2024-10-04 10:28:34.279,Lakefront Trail & Wilson Ave,Lakefront Trail & Wilson Ave,casual,classic_bike,118.95678333333333
2024-10-04 08:29:49.863,2024-10-04 10:28:10.448,Lakefront Trail & Wilson Ave,Lakefront Trail & Wilson Ave,casual,classic_bike,118.34308333333334
2024-10-29 17:30:34.182,2024-10-29 19:28:01.570,DuSable Lake Shore Dr & North Blvd,DuSable Lake Shore Dr & North Blvd,casual,classic_bike,117.45646666666667
2024-10-23 17:45:45.494,2024-10-23 19:38:10.901,Lakefront Trail & Wilson Ave,Lakefront Trail & Wilson Ave,casual,classic_bike,112.42345
2024-10-13 07:18:08.826,2024-10-13 09:08:15.191,DuSable Lake Shore Dr & Monroe St,,casual,electric_bike,110.10608333333333
2024-10-11 16:14:06.915,2024-10-11 18:03:05.980,DuSable Lake Shore Dr & Monroe St,Dusable Harbor,casual,electric_bike,108.98441666666666
2024-10-11 16:36:50.228,2024-10-11 18:21:49.321,DuSable Lake Shore Dr & Belmont Ave,Michigan Ave & Oak St,casual,classic_bike,104.98488333333333
2024-10-22 17:44:14.999,2024-10-22 19:28:19.551,DuSable Lake Shore Dr & Wellington Ave,,member,electric_bike,104.07586666666666
2024-10-25 16:44:58.277,2024-10-25 18:25:32.459,Lakefront Trail & Wilson Ave,Lakefront Trail & Wilson Ave,casual,classic_bike,100.5697
2024-10-05 17:05:49.585,2024-10-05 18:36:23.419,DuSable Lake Shore Dr & Monroe St,Michigan Ave & 8th St,casual,electric_bike,90.5639
2024-10-21 16:33:27.761,2024-10-21 18:03:46.350,DuSable Lake Shore Dr & Monroe St,Dusable Harbor,casual,classic_bike,90.30981666666666
2024-10-19 17:16:17.808,2024-10-19 18:46:22.487,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & Monroe St,casual,classic_bike,90.07798333333334
2024-10-02 16:02:52.412,2024-10-02 17:31:07.408,DuSable Lake Shore Dr & North Blvd,Sheffield Ave & Waveland Ave,casual,electric_bike,88.24993333333333
2024-10-26 07:43:56.207,2024-10-26 09:11:58.043,DuSable Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,casual,classic_bike,88.0306
2024-10-18 17:16:47.491,2024-10-18 18:40:10.455,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & Monroe St,casual,classic_bike,83.38273333333333
2024-10-20 09:23:42.228,2024-10-20 10:46:55.043,DuSable Lake Shore Dr & Monroe St,Dusable Harbor,casual,classic_bike,83.21358333333333
2024-10-28 17:31:31.827,2024-10-28 18:53:45.663,DuSable Lake Shore Dr & Diversey Pkwy,Burling St & Diversey Pkwy,casual,classic_bike,82.23060000000001
2024-10-10 18:07:44.081,2024-10-10 19:27:20.423,DuSable Lake Shore Dr & Belmont Ave,California Ave & Fletcher St,member,classic_bike,79.6057
2024-10-05 17:52:29.853,2024-10-05 19:11:05.674,DuSable Lake Shore Dr & North Blvd,DuSable Lake Shore Dr & North Blvd,member,classic_bike,78.59701666666666
2024-10-19 17:52:09.593,2024-10-19 19:09:34.669,Lakefront Trail & Wilson Ave,DuSable Lake Shore Dr & Belmont Ave,casual,classic_bike,77.41793333333334
2024-10-30 18:38:53.084,2024-10-30 19:55:44.794,Lakefront Trail & Bryn Mawr Ave,Lakefront Trail & Bryn Mawr Ave,casual,classic_bike,76.86183333333334
2024-10-30 18:39:47.358,2024-10-30 19:55:19.770,Lakefront Trail & Bryn Mawr Ave,Lakefront Trail & Bryn Mawr Ave,casual,classic_bike,75.5402
2024-10-09 17:50:29.202,2024-10-09 19:05:37.266,DuSable Lake Shore Dr & North Blvd,Lakeview Ave & Fullerton Pkwy,casual,classic_bike,75.1344
2024-10-28 17:01:47.015,2024-10-28 18:16:12.171,DuSable Lake Shore Dr & Diversey Pkwy,Adler Planetarium,member,classic_bike,74.41926666666667
2024-10-13 09:44:12.911,2024-10-13 10:57:48.680,DuSable Lake Shore Dr & Diversey Pkwy,Michigan Ave & Washington St,casual,classic_bike,73.59615000000001
2024-10-26 09:36:40.416,2024-10-26 10:50:05.412,DuSable Lake Shore Dr & Belmont Ave,DuSable Lake Shore Dr & Belmont Ave,casual,classic_bike,73.4166
2024-10-11 16:48:29.880,2024-10-11 17:59:08.252,DuSable Lake Shore Dr & Monroe St,,casual,electric_bike,70.63953333333333
2024-10-12 16:09:49.995,2024-10-12 17:19:01.602,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & Monroe St,casual,classic_bike,69.19345
2024-10-10 09:00:33.093,2024-10-10 10:08:20.214,Lakefront Trail & Wilson Ave,Lakefront Trail & Wilson Ave,member,electric_bike,67.78535000000001
2024-10-01 16:05:37.701,2024-10-01 17:12:42.164,DuSable Lake Shore Dr & Monroe St,Streeter Dr/Grand Ave,casual,classic_bike,67.07438333333333
2024-10-06 17:27:37.213,2024-10-06 18:34:23.936,DuSable Lake Shore Dr & Diversey Pkwy,,member,electric_bike,66.77871666666667
2024-10-11 08:06:15.078,2024-10-11 09:11:25.725,DuSable Lake Shore Dr & Belmont Ave,McCormick Place,casual,classic_bike,65.17745
2024-10-01 16:02:13.117,2024-10-01 17:06:26.574,DuSable Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,casual,classic_bike,64.22428333333333
2024-10-11 17:15:58.450,2024-10-11 18:20:04.009,DuSable Lake Shore Dr & Diversey Pkwy,DuSable Lake Shore Dr & Diversey Pkwy,casual,classic_bike,64.09265
2024-10-11 18:26:06.738,2024-10-11 19:29:04.252,DuSable Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,casual,classic_bike,62.95856666666667
2024-10-12 17:24:12.406,2024-10-12 18:27:09.756,DuSable Lake Shore Dr & Diversey Pkwy,,casual,electric_bike,62.95583333333333
2024-10-24 16:18:38.755,2024-10-24 17:21:20.955,Lakefront Trail & Wilson Ave,Clark St & Leland Ave,member,classic_bike,62.70333333333333
2024-10-21 16:40:50.987,2024-10-21 17:42:54.232,DuSable Lake Shore Dr & North Blvd,Theater on the Lake,casual,classic_bike,62.05408333333333
2024-10-11 09:20:03.817,2024-10-11 10:21:47.113,DuSable Lake Shore Dr & Monroe St,Burnham Harbor,casual,classic_bike,61.721599999999995
2024-10-09 18:33:53.313,2024-10-09 19:35:28.580,DuSable Lake Shore Dr & Belmont Ave,DuSable Lake Shore Dr & Belmont Ave,casual,classic_bike,61.58778333333333
2024-10-06 17:30:32.526,2024-10-06 18:31:26.030,DuSable Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,casual,classic_bike,60.891733333333335
2024-10-06 18:01:10.597,2024-10-06 19:01:35.590,DuSable Lake Shore Dr & North Blvd,DuSable Lake Shore Dr & North Blvd,casual,classic_bike,60.41655
2024-10-17 17:04:44.876,2024-10-17 18:04:30.856,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & Monroe St,casual,classic_bike,59.766333333333336
2024-10-08 18:05:54.171,2024-10-08 19:05:33.453,DuSable Lake Shore Dr & Belmont Ave,DuSable Lake Shore Dr & Belmont Ave,casual,classic_bike,59.654700000000005
2024-10-22 17:57:48.140,2024-10-22 18:57:10.918,Lakefront Trail & Bryn Mawr Ave,McClurg Ct & Ohio St,member,electric_bike,59.37963333333333
2024-10-07 18:16:38.049,2024-10-07 19:15:21.277,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & Monroe St,casual,classic_bike,58.72046666666667
2024-10-12 16:29:52.152,2024-10-12 17:28:18.895,DuSable Lake Shore Dr & Monroe St,Elizabeth St & Randolph St,casual,classic_bike,58.44571666666666
2024-10-13 16:41:42.294,2024-10-13 17:39:38.471,DuSable Lake Shore Dr & North Blvd,DuSable Lake Shore Dr & North Blvd,casual,classic_bike,57.936283333333336
2024-10-20 17:29:00.776,2024-10-20 18:26:37.079,Lakefront Trail & Bryn Mawr Ave,Monticello Ave & Irving Park Rd,casual,classic_bike,57.60505
2024-10-09 18:59:11.378,2024-10-09 19:56:02.633,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & Monroe St,casual,classic_bike,56.85425
2024-10-19 16:23:50.174,2024-10-19 17:19:54.732,DuSable Lake Shore Dr & Wellington Ave,DuSable Lake Shore Dr & Wellington Ave,casual,electric_bike,56.075966666666666
2024-10-29 17:50:21.836,2024-10-29 18:46:12.428,DuSable Lake Shore Dr & North Blvd,Drake Ave & Montrose Ave,member,classic_bike,55.8432
2024-10-11 17:27:34.173,2024-10-11 18:22:03.528,DuSable Lake Shore Dr & Monroe St,Theater on the Lake,casual,classic_bike,54.48925
2024-10-11 18:56:51.038,2024-10-11 19:50:33.673,DuSable Lake Shore Dr & Wellington Ave,DuSable Lake Shore Dr & Monroe St,casual,classic_bike,53.71058333333334
2024-10-11 18:57:07.913,2024-10-11 19:50:19.736,DuSable Lake Shore Dr & Wellington Ave,DuSable Lake Shore Dr & Monroe St,casual,classic_bike,53.19705
2024-10-11 17:10:28.719,2024-10-11 18:03:20.452,Lakefront Trail & Bryn Mawr Ave,Michigan Ave & Oak St,member,classic_bike,52.86221666666667
2024-10-31 17:24:56.394,2024-10-31 18:16:41.731,DuSable Lake Shore Dr & Monroe St,Broadway & Ridge Ave,member,classic_bike,51.75561666666667
2024-10-03 17:23:34.654,2024-10-03 18:15:08.737,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & Monroe St,casual,classic_bike,51.56805
2024-10-04 18:49:35.926,2024-10-04 19:41:08.808,Lakefront Trail & Bryn Mawr Ave,Pine Grove Ave & Irving Park Rd,casual,electric_bike,51.548033333333336
2024-10-10 16:24:27.067,2024-10-10 17:15:59.721,DuSable Lake Shore Dr & North Blvd,Millennium Park,casual,electric_bike,51.54423333333333
2024-10-16 16:10:02.667,2024-10-16 17:00:34.752,Lakefront Trail & Bryn Mawr Ave,Field Blvd & South Water St,member,classic_bike,50.53475
2024-10-21 16:27:04.574,2024-10-21 17:17:21.920,Lakefront Trail & Wilson Ave,Wilton Ave & Belmont Ave,casual,classic_bike,50.2891
2024-10-20 16:18:51.433,2024-10-20 17:08:45.636,Lakefront Trail & Wilson Ave,Dusable Harbor,casual,classic_bike,49.90338333333333
2024-10-21 18:49:52.079,2024-10-21 19:39:42.658,Lakefront Trail & Bryn Mawr Ave,Rush St & Superior St,casual,classic_bike,49.842983333333336
2024-10-08 16:06:09.755,2024-10-08 16:55:53.702,DuSable Lake Shore Dr & North Blvd,Lakefront Trail & Bryn Mawr Ave,member,classic_bike,49.73245
2024-10-20 17:50:24.425,2024-10-20 18:39:57.732,DuSable Lake Shore Dr & North Blvd,DuSable Lake Shore Dr & Monroe St,casual,classic_bike,49.55511666666666
2024-10-02 17:46:56.326,2024-10-02 18:36:21.680,Lakefront Trail & Bryn Mawr Ave,Streeter Dr & Grand Ave,member,classic_bike,49.42256666666666
2024-10-13 17:35:20.550,2024-10-13 18:24:34.447,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & Monroe St,member,classic_bike,49.23161666666667
2024-10-07 16:29:23.033,2024-10-07 17:18:04.550,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & Monroe St,casual,classic_bike,48.69195
2024-10-19 09:16:26.508,2024-10-19 10:04:53.994,DuSable Lake Shore Dr & Monroe St,Calumet Ave & 21st St,casual,classic_bike,48.458099999999995
2024-10-01 16:50:58.706,2024-10-01 17:39:22.821,DuSable Lake Shore Dr & Monroe St,Sheridan Rd & Argyle St,member,classic_bike,48.401916666666665
2024-10-25 16:56:10.065,2024-10-25 17:43:51.002,DuSable Lake Shore Dr & Monroe St,63rd St Beach,casual,classic_bike,47.68228333333333
2024-10-23 18:01:01.806,2024-10-23 18:48:16.426,DuSable Lake Shore Dr & Belmont Ave,Lincoln Park Conservatory,casual,classic_bike,47.24366666666666
2024-10-10 09:36:56.744,2024-10-10 10:23:53.139,DuSable Lake Shore Dr & Monroe St,Shedd Aquarium,casual,classic_bike,46.93991666666667
2024-10-04 16:58:03.307,2024-10-04 17:44:57.834,DuSable Lake Shore Dr & Monroe St,Adler Planetarium,member,classic_bike,46.90878333333333
2024-10-21 17:02:08.571,2024-10-21 17:48:52.101,Lakefront Trail & Bryn Mawr Ave,Lakefront Trail & Bryn Mawr Ave,member,classic_bike,46.725500000000004
2024-10-11 16:59:24.158,2024-10-11 17:45:45.639,DuSable Lake Shore Dr & Monroe St,Clarendon Ave & Leland Ave,member,classic_bike,46.35801666666667
2024-10-05 17:43:42.450,2024-10-05 18:29:29.907,DuSable Lake Shore Dr & Monroe St,Dusable Harbor,casual,classic_bike,45.790949999999995
2024-10-05 09:06:50.324,2024-10-05 09:52:32.357,DuSable Lake Shore Dr & Monroe St,Clark St & Lincoln Ave,member,electric_bike,45.70055
2024-10-04 16:09:47.862,2024-10-04 16:55:28.276,Lakefront Trail & Wilson Ave,DuSable Lake Shore Dr & Monroe St,casual,classic_bike,45.67356666666667
2024-10-05 07:54:53.320,2024-10-05 08:39:26.546,DuSable Lake Shore Dr & North Blvd,Damen Ave & Pierce Ave,casual,electric_bike,44.55376666666667
2024-10-07 18:08:38.472,2024-10-07 18:53:02.403,Lakefront Trail & Bryn Mawr Ave,Michigan Ave & 8th St,casual,electric_bike,44.39885
2024-10-07 08:37:15.757,2024-10-07 09:21:35.096,Lakefront Trail & Bryn Mawr Ave,Streeter Dr/Grand Ave,casual,classic_bike,44.322316666666666
2024-10-15 17:50:40.795,2024-10-15 18:34:50.997,DuSable Lake Shore Dr & Monroe St,Sheridan Rd & Argyle St,member,classic_bike,44.170033333333336
2024-10-06 16:54:41.764,2024-10-06 17:38:49.160,DuSable Lake Shore Dr & Diversey Pkwy,DuSable Lake Shore Dr & Diversey Pkwy,member,classic_bike,44.12326666666667
2024-10-19 18:05:08.943,2024-10-19 18:49:05.056,DuSable Lake Shore Dr & Monroe St,Montrose Harbor,casual,classic_bike,43.93521666666666
2024-10-05 16:01:31.551,2024-10-05 16:44:11.587,DuSable Lake Shore Dr & Diversey Pkwy,,casual,electric_bike,42.66726666666667
2024-10-05 18:12:38.850,2024-10-05 18:55:06.287,DuSable Lake Shore Dr & Wellington Ave,Pine Grove Ave & Waveland Ave,member,classic_bike,42.45728333333333
2024-10-12 17:58:52.950,2024-10-12 18:41:13.629,DuSable Lake Shore Dr & Monroe St,Kimbark Ave & 53rd St,casual,classic_bike,42.34465
2024-10-11 17:58:25.469,2024-10-11 18:40:29.848,DuSable Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,casual,classic_bike,42.07298333333333
2024-10-09 17:30:58.539,2024-10-09 18:12:51.194,Lakefront Trail & Bryn Mawr Ave,Dusable Harbor,casual,classic_bike,41.877583333333334
2024-10-21 17:16:59.308,2024-10-21 17:58:49.590,DuSable Lake Shore Dr & Monroe St,Leavitt St & Belmont Ave,casual,classic_bike,41.838033333333335
2024-10-12 16:28:49.117,2024-10-12 17:10:24.359,DuSable Lake Shore Dr & North Blvd,DuSable Lake Shore Dr & Diversey Pkwy,member,classic_bike,41.58736666666667
2024-10-11 08:42:06.607,2024-10-11 09:23:40.643,DuSable Lake Shore Dr & Wellington Ave,Stockton Dr & Wrightwood Ave,casual,classic_bike,41.56726666666667
2024-10-20 17:10:05.983,2024-10-20 17:51:36.680,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & Monroe St,casual,classic_bike,41.51161666666667
2024-10-01 17:17:03.722,2024-10-01 17:58:32.297,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & Monroe St,casual,classic_bike,41.47625
2024-10-11 17:16:59.984,2024-10-11 17:58:27.914,DuSable Lake Shore Dr & Monroe St,Michigan Ave & Jackson Blvd,casual,electric_bike,41.4655
2024-10-23 17:30:31.917,2024-10-23 18:11:49.687,DuSable Lake Shore Dr & Belmont Ave,DuSable Lake Shore Dr & Belmont Ave,casual,classic_bike,41.296166666666664
2024-10-09 17:18:12.099,2024-10-09 17:59:08.731,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & Monroe St,casual,classic_bike,40.943866666666665
2024-10-19 17:14:01.198,2024-10-19 17:54:49.637,DuSable Lake Shore Dr & Monroe St,Millennium Park,casual,classic_bike,40.807316666666665
2024-10-03 18:25:55.773,2024-10-03 19:06:43.011,Lakefront Trail & Bryn Mawr Ave,Wells St & Hubbard St,member,classic_bike,40.787299999999995
2024-10-11 09:41:13.204,2024-10-11 10:21:52.748,DuSable Lake Shore Dr & Monroe St,Wabash Ave & Cermak Rd,casual,classic_bike,40.65906666666667
2024-10-09 18:47:10.875,2024-10-09 19:27:35.403,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & Monroe St,casual,electric_bike,40.4088
2024-10-25 09:09:02.818,2024-10-25 09:49:25.931,DuSable Lake Shore Dr & Monroe St,Daley Center Plaza,member,classic_bike,40.385216666666665
2024-10-25 16:44:12.986,2024-10-25 17:24:18.704,DuSable Lake Shore Dr & North Blvd,,casual,electric_bike,40.095299999999995
2024-10-13 07:59:45.545,2024-10-13 08:39:43.607,DuSable Lake Shore Dr & Wellington Ave,DuSable Lake Shore Dr & Wellington Ave,member,classic_bike,39.9677
2024-10-11 08:43:36.363,2024-10-11 09:23:27.175,DuSable Lake Shore Dr & Wellington Ave,Stockton Dr & Wrightwood Ave,casual,classic_bike,39.84686666666666
2024-10-19 16:03:54.596,2024-10-19 16:43:43.380,DuSable Lake Shore Dr & Monroe St,Financial Pl & Ida B Wells Dr,casual,classic_bike,39.81306666666667
2024-10-12 16:03:40.519,2024-10-12 16:43:27.083,Lakefront Trail & Wilson Ave,DuSable Lake Shore Dr & Monroe St,casual,classic_bike,39.776066666666665
2024-10-19 16:04:21.169,2024-10-19 16:43:52.869,DuSable Lake Shore Dr & Monroe St,Financial Pl & Ida B Wells Dr,casual,classic_bike,39.52833333333333
2024-10-23 17:46:06.239,2024-10-23 18:25:28.568,DuSable Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,casual,classic_bike,39.372150000000005
2024-10-10 08:48:24.841,2024-10-10 09:27:40.871,DuSable Lake Shore Dr & Belmont Ave,Michigan Ave & 8th St,member,classic_bike,39.26716666666667
2024-10-20 08:57:01.148,2024-10-20 09:36:16.415,DuSable Lake Shore Dr & Belmont Ave,Aberdeen St & Monroe St,casual,electric_bike,39.25445
2024-10-21 18:03:43.943,2024-10-21 18:42:48.369,DuSable Lake Shore Dr & North Blvd,Lakefront Trail & Wilson Ave,casual,electric_bike,39.073766666666664
2024-10-20 07:25:16.898,2024-10-20 08:03:56.465,Lakefront Trail & Bryn Mawr Ave,DuSable Lake Shore Dr & Monroe St,casual,electric_bike,38.65945
2024-10-11 16:40:03.545,2024-10-11 17:18:41.072,DuSable Lake Shore Dr & Monroe St,DuSable Lake Shore Dr & Monroe St,casual,classic_bike,38.62545
2024-10-23 18:57:36.105,2024-10-23 19:36:12.729,DuSable Lake Shore Dr & Monroe St,Clark St & Wellington Ave,member,classic_bike,38.6104
2024-10-05 16:12:05.644,2024-10-05 16:50:41.825,Lakefront Trail & Bryn Mawr Ave,State St & Kinzie St,member,electric_bike,38.60301666666667
